datetime,Above Treeline,Treeline,Below Treeline,Summary_clean
2025-01-23,moderate,moderate,low,"You could trigger an avalanche where you find a strong over weak snow layering and on a slope steeper than about 35 degrees. The most dangerous slopes face northeast and east at upper elevations and are wind-drifted. Avoid traveling near common trigger points, such as the edges of slopes where the margins of a cohesive slab are the thinnest, convex rollovers, and rocky outcrops.  You may not experience any noticeable signs of instability before triggering an avalanche."
2025-01-23,low,low,low,"Many slopes are safe from avalanches due to a lack of overall snow coverage, hard wind-affected snow above treeline, and cohesionless snow below treeline. You may be able to trigger a small avalanche in pockets of wind-drifted snow above treeline, which could be dangerous in steep, consequential, or rocky terrain. Recent winds confined most snow to gullies, concave slopes, and wind-sheltered areas. Cracking and collapsing in the snow surface are signs of unstable snow and a good indicator to move to slopes less than about 35 degrees steep."
2025-01-24,considerable,considerable,moderate,"Avoid rounded pillows of snow where strong winds have created firm slabs. You will most likely trigger an avalanche in these drifts that may crack under your weight. You will find this drifting in gullies, below ridgelines, and along drastic vegetation and slope angle changes. The avalanche you trigger on the surface could step down into deeper, weaker layers. You can reduce your chances of triggering deeper avalanches by traveling on slopes with a consistently deep snowpack without shallow rocky areas. You can find safer travel on lower-elevation slopes sheltered from the wind."
2025-01-24,considerable,considerable,moderate,Most slopes will be safe to travel on. Keep an eye out for small areas of wind-drifted snow where you could trigger a small avalanche that could be dangerous above cliffs or a gully. You can further reduce your hazard by riding slopes with a consistently deep snowpack without rocks or shallow areas.
2025-01-24,considerable,considerable,moderate,"Steep rocky areas connected to more extensive wind-drifted slopes are where you are most likely to trigger a deadly slide. If you trigger an avalanche, it will take the whole season''s snowpack. You will not get any warning and multiple people could travel on a slope before you find a weaker area and trigger an avalanche. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-24,moderate,moderate,moderate,"Steep rocky areas connected to more extensive wind-drifted slopes are where you are most likely to trigger a deadly slide. If you trigger an avalanche, it will take the whole season''s snowpack. You will not get any warning and multiple people could travel on a slope before you find a weaker area and trigger an avalanche. Avoid areas of wind-drifted snow. You could trigger an avalanche in these pillows that steps down to deeper weak layers. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-24,moderate,moderate,moderate,"Some slopes are starting to lose strength, and avalanches are becoming harder to trigger, but  don''t be fooled. There are plenty of dangerous slopes lurking at higher elevations. You could bring down a deadly avalanche if you find the wrong spot on a steep, wind-drifted slope. Common trigger points like rocks and convex rollovers or the margins of a slab can be hard to identify, so avoiding slopes that look smooth or rounded and live below ridges will significantly reduce your chances of being caught."
2025-01-24,moderate,moderate,low,"You can trigger an avalanche on weak snow buried 2 to 3 feet deep on the ground. You will likely trigger an avalanche from weaker slope areas along the edges and other shallow spots near trees and rocks. Multiple people could ride a slope before you trigger a slide. Wind-drifted slopes with firm, rounded pillows will be the most dangerous. You can find safer riding on slopes without a slab in sheltered areas and below the treeline. "
2025-01-24,moderate,moderate,low,"The snowpack below treeline is losing strength, and the chances of triggering an avalanche are small, but don''t be fooled. There are plenty of dangerous slopes lurking at higher elevations. You could bring down a deadly avalanche if you find the wrong spot on a steep, wind-drifted slope. Common trigger points like rocks and convex rollovers or the margins of a slab can be hard to identify, so avoiding slopes that look smooth or rounded and live below ridges will significantly reduce your chances of being caught."
2025-01-24,low,low,low,"Limited snow coverage makes triggering avalanches difficult. Steep wind-drifted slopes are the few places where you could trigger an avalanche. Look for smooth, rounded pillows or hardened snow below ridges or on open slopes as an indication of this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous. "
2025-01-24,moderate,moderate,moderate,"You could trigger an avalanche where cohesive slabs of snow sit over weaker snow on slopes steeper than about 35 degrees. The most dangerous slopes are open and face northwest through north to east.   Avoid common trigger points, such as convex rollovers, rocky outcrops, or the edges of slopes where the margins of a slab are the thinnest. "
2025-01-24,low,low,low,"Steep wind-drifted slopes are the few places where you could trigger a small avalanche. Look for smooth, rounded pillows or hardened snow below ridges or open slopes as an indication of this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous. "
2025-01-24,moderate,moderate,low,"You could trigger an avalanche if you find a strong layer of snow sitting over weaker layer of snow on slopes steeper than about 35 degrees. The most dangerous slopes face northeast and east at upper elevations and are wind-drifted. Avoid traveling near common trigger points, such as the edges of slopes where the margins of a slab are the thinnest, convex rollovers, and rocky outcrops."
2025-01-25,considerable,considerable,moderate,"Steep slopes with newly drifted snow will be the most dangerous. Be careful on any steep slope where you find more than about 8 inches of new or wind-drifted snow. The new snow falls on various surfaces, affecting how reactive the new snow is and hiding wind slabs created over the last couple of days. Light winds mean slabs may remain soft, but even soft slabs can avalanche. Cracking in the snow is a warning sign you have found a slab. You can reduce the chance of triggering a deeper slide on buried weak layers by traveling on slopes with a consistently deep snowpack without trigger points. You can find safer travel on slopes sheltered from the wind. "
2025-01-25,considerable,considerable,moderate,Steep rocky areas connected to more extensive wind-drifted slopes are where you are most likely to trigger aa avalanche. You could trigger a slide in surface wind drifts but a more deadly concern is if these slides step down to the ground taking the whole seasons snowpack. You will not get any warning and multiple people could travel on a slope before you find a weaker area and trigger an avalanche. You can find safer travel on lower-angled slopes and those sheltered from the wind.
2025-01-25,moderate,moderate,low,"Steep slopes with newly drifted snow will be the most dangerous. Be careful on any steep slope where you find more than about 8 inches of new or wind-drifted snow. Slabs may remain soft, but even soft slabs can avalanche. Cracking in the snow is a warning sign you have found a slab. You can reduce the chance of triggering a deeper slide on buried weak layers by traveling on slopes with a consistently deep snowpack without trigger points. You can find safer travel on slopes sheltered from the wind. "
2025-01-25,moderate,moderate,moderate,"Steep rocky areas connected to more extensive wind-drifted slopes are where you are most likely to trigger a deadly slide. If you trigger an avalanche, it will take the whole season''s snowpack. You will not get any warning, and multiple people could travel on a slope before you find a weaker area that could trigger an avalanche. Avoid areas of wind-drifted snow. You could trigger an avalanche in these pillows that steps down to deeper weak layers. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-25,moderate,moderate,low,"You can trigger an avalanche on weak snow buried 2 to 3 feet deep on the ground. You will likely trigger an avalanche from weaker slope areas along the edges and other shallow spots near trees and rocks. Multiple people could ride a slope before you trigger a slide. Wind-drifted slopes with firm, rounded pillows will be the most dangerous. You can find safer riding on slopes without a slab in sheltered areas and below the treeline. "
2025-01-25,considerable,considerable,moderate,Steep rocky areas connected to more extensive wind-drifted slopes are where you are most likely to trigger aa avalanche. You could trigger a slide in surface wind drifts but a more deadly concern is if these slides step down to the ground taking the whole seasons snowpack. You will not get any warning and multiple people could travel on a slope before you find a weaker area and trigger an avalanche. You can find safer travel on lower-angled slopes and those sheltered from the wind.
2025-01-25,moderate,moderate,moderate,"You can find dangerous slopes lurking at higher elevations, or on some wind-drifted terrain lower on the mountainsides. You could trigger a deadly slab avalanche if you find the wrong spot on the wrong steep slope. Changing wind directions in the last 24 hours may make snow surface cues unreliable. Recently drifted snow may obscure buried trigger points like rocks or areas with a thinner, weaker snowpack on the sides of stiffer slabs. The simple solution is to choose wind-sheltered areas, or slopes less steep than about 35 degrees."
2025-01-25,moderate,moderate,low,"You can find dangerous slopes in or around steep wind-drifted terrain. Move lower down the mountain into wind-sheltered areas to find safer conditions. Most avalanche that you might trigger will break 1 to 2 feet deep involving the most recently dirfted snow. On larger slopes with a deeper, well-connected snowpack, consider the potential of an avalanche breaking deeper, near the ground."
2025-01-25,low,low,low,"Steep wind-drifted slopes are the few places where you could trigger a small avalanche. Look for smooth, rounded pillows or hardened snow below ridges or open slopes as an indication of this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous. "
2025-01-25,moderate,moderate,low,"You could trigger an avalanche where cohesive slabs of snow sit over weaker snow on slopes steeper than about 35 degrees. Avoid common trigger points, such as convex rollovers, rocky outcrops, or the edges of slopes where the margins of a slab are the thinnest.Winds have drifted snow into thin slabs at upper elevations. These small shallow wind drifts remain reactive to human pressure in isolated terrain features. Avoid areas of stiff recently drifted snow on steep slopes."
2025-01-25,low,low,low,"An extended period with little snowfall makes triggering avalanches difficult. Steep wind-drifted slopes are the few places where you could trigger an avalanche. Look for smooth, rounded pillows or hardened snow below ridges or on open slopes as an indication of this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous."
2025-01-25,moderate,moderate,low,"You could trigger an avalanche if you find a strong layer of snow sitting over weaker layer of snow on slopes steeper than about 35 degrees. The most dangerous slopes face northeast and east at upper elevations and are wind-drifted. Avoid traveling near common trigger points, such as the edges of slopes where the margins of a slab are the thinnest, convex rollovers, and rocky outcrops."
2025-01-26,moderate,moderate,moderate,"You can find dangerous slopes lurking at higher elevations, or on some wind-drifted terrain lower on the mountainsides. You could trigger a deadly slab avalanche if you find the wrong spot on the wrong steep slope. Recently drifted snow may obscure buried trigger points like rocks or areas with a thinner, weaker snowpack on the sides of stiffer slabs. The simple solution is to choose wind-sheltered areas, or slopes less steep than about 35 degrees. On slopes that avalanched previously this season where you find a shallow, entirely weak snowpack, you can push loose avalanches that gouge a foot deep or more."
2025-01-26,moderate,moderate,low,"You can find dangerous slopes in or around steep wind-drifted terrain. Move lower down the mountain into wind-sheltered areas to find safer conditions. Most avalanches you might trigger will break 1 to 2 feet deep involving the most recently dirfted snow. On larger slopes with a deeper, well-connected snowpack, consider the potential of an avalanche breaking deeper, near the ground."
2025-01-26,moderate,moderate,low,"You can trigger a slide in recently drifted snow near the surface. A more deadly concern is if slides step down 2 or 3 feet to the ground and take the whole season''s snowpack with them. Steep rocky areas connected to drifted slopes are where you are most likely to trigger a larger avalanche. You might see cracking in the snow warning you of a surface slab, but you won''t see any warning signs before you trigger a larger slide. Multiple people could travel on a slope before you find a weaker area and trigger a deadly avalanche. Small slides near the surface can trigger larger avalanches. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-26,moderate,moderate,low,"You can trigger an avalanche on weak snow buried 2 to 3 feet deep near the ground. Drifted slopes with firm, rounded pillows are the most dangerous. You''re most likely to trigger a dangerous avalanche from weaker areas of a slope. Like along the edges and from shallow spots near trees and rocks. You might trigger a shallow slide in recently drifted snow, but any slide can easily step down to deeper layers.  Multiple people could ride a slope before you trigger a slide. Look safer riding on slopes without a slab in sheltered areas and below the treeline."
2025-01-26,moderate,moderate,moderate,"Steep slopes with newly drifted snow are the most dangerous. Be careful on any steep slope where you find more than about 8 inches of new or drifted snow. The new snow falls on various surfaces, affecting how reactive the new snow is and hiding wind slabs created over the last couple of days. Light winds mean slabs may remain soft, but even soft slabs can avalanche. Cracking in the snow is a warning sign you found a slab. You can reduce the chance of triggering a deeper slide on buried weak layers by traveling on slopes with a consistently deep snowpack without trigger points. You can find safer travel on slopes sheltered from the wind."
2025-01-26,moderate,moderate,low,"You can trigger a slide in recently drifted snow near the surface. A more deadly concern is if slides step down 2 or 3 feet to the ground and take the whole season''s snowpack with them. Steep rocky areas connected to drifted slopes are where you are most likely to trigger a larger avalanche. You might see cracking in the snow warning you of a surface slab, but you won''t see any warning signs before you trigger a larger slide. Multiple people could travel on a slope before you find a weaker area and trigger a deadly avalanche. Small slides near the surface can trigger larger avalanches. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-26,moderate,moderate,low,"You could trigger an avalanche where cohesive slabs of snow sit over weaker snow on slopes steeper than about 35 degrees. Avoid common trigger points, such as convex rollovers, rocky outcrops, or the edges of slopes where the margins of a slab are the thinnest.At lower elevations, the surface slab continues to deteriorate. You can trigger a loose avalanche on steep convex features and near rocky outcroppings where the surface snow has lost cohesion."
2025-01-26,moderate,moderate,moderate,"Steep slopes with newly drifted snow will be the most dangerous. Be careful on any steep slope where you find more than about 8 inches of new or drifted snow. Slabs may remain soft, but even soft slabs can avalanche. Cracking in the snow is an indication you found a slab. You can reduce the chance of triggering a deeper slide on buried weak layers by traveling on slopes with a consistently deep snowpack without trigger points. You can find safer travel on slopes sheltered from the wind."
2025-01-26,low,low,low,"Triggering an avalanche is trending more difficult after an extended period with little snowfall. Steep wind-drifted slopes are the few places where you could trigger an avalanche. Look for smooth, rounded pillows or hardened snow below ridges or on open slopes as an indication of this problem. Even a small slide that takes you through shallow exposed rocks or sailing off a cliff could be dangerous."
2025-01-26,low,low,low,"Steep wind-drifted slopes are the few places where you could trigger a small avalanche. Look for smooth, rounded pillows or hardened snow below ridges on open slopes as an indication of this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous."
2025-01-26,moderate,moderate,low,"You could trigger an avalanche if you find a cohesive layer of snow sitting over weaker snow on slopes steeper than about 35 degrees. The most dangerous slopes face northeast and east at upper elevations where winds have drifted snow into thicker slabs. Avoid traveling near common trigger points, such as the edges of slopes where the margins of a slab are the thinnest, convex rollovers, and rocky outcrops.You can trigger a loose avalanche on steep slopes near rock outcroppings as lower-elevation snow continues to lose cohesion."
2025-01-27,moderate,moderate,moderate,"You can trigger an avalanche where recently drifted snow forms a cohesive slab on top of a weak layer 1 to 2 feet below the surface.  Cracking in the surface snow is an indication you found a slab. Avoid steep slopes where you see this sign. These slides can break around terrain features and be triggered from a short distance. You can find safer travel on slopes less than about 30 degrees or sheltered slopes with no slab on the surface.Although unlikely, you might trigger a slide that breaks on weak snow near the ground. You''re most likely to trigger one of these slides from a shallow area of a slope or on a slope that slid earlier in the winter. Reduce the chance of triggering a deeper slide by traveling on slopes with a consistently deep snowpack without trigger points like exposed rocks or bushes."
2025-01-27,moderate,moderate,low,"You can trigger a slide in recently drifted snow. A cohesive slab is resting on weak snow about a foot below the surface. A more deadly concern is if slides step down 2 or 3 feet to weak snow closer to the ground. Steep rocky areas connected to drifted slopes are where you are most likely to trigger a larger avalanche. You might see cracking in the snow warning you of a surface slab, but you won''t see any warning signs before you trigger a larger slide. Multiple people could travel on a slope before you find a weaker area and trigger a deadly avalanche. Small slides near the surface can trigger larger avalanches. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-27,moderate,moderate,low,"You can trigger a slide in recently drifted snow. A cohesive slab is resting on weak snow 1 to 2 feet below the surface. A more deadly concern is if slides break deeper in weak snow close to the ground. Steep rocky areas connected to drifted slopes are where you are most likely to trigger a larger avalanche. You might see cracking in the snow warning you of a surface slab, but you won''t see any warning signs before you trigger a larger slide. Multiple people could travel on a slope before you find a weaker area and trigger a deadly avalanche. Small slides near the surface can trigger larger avalanches. You can find safer travel on lower-angled slopes and those sheltered from the wind."
2025-01-27,moderate,moderate,low,"There are two layers where you can trigger an avalanche. One is buried about a foot below the surface. The other is more dangerous and buried closer to 3 feet deep near the ground. Drifted slopes with firm, rounded pillows are the most dangerous. You might see cracking in the snow warning you of a surface slab, but you won''t see any warning signs before you trigger a larger slide. Slides closer to the surface will be smaller, but any slide can easily step down to deeper layers. You''re most likely to trigger a deeper avalanche from weaker areas of a slope. Like along the edges and from shallow spots near trees and rocks.  Multiple people could ride a slope before you trigger a deeper slide. Look safer riding on slopes without a slab in sheltered areas and below the treeline."
2025-01-27,moderate,moderate,moderate,"You can trigger a large slab avalanche on steep, high-elevation slopes or wind-drifted slopes down low. You can easily trigger smaller loose avalanches on very steep, shady slopes. The most dangerous areas, where you can trigger a slab avalanche large enough to bury you, are slopes facing west through north to southeast near and above treeline or on wind-drifted slopes below treeline. Some loose avalanches might grow large enough to bury you on sustained, steep slopes, generally steeper than about 40 degrees. The simplest way to find safer travel options is by sticking to slopes less than about 35 degrees steep if you are traveling on slopes facing the north half of the compass or above treeline on the south half of the compass."
2025-01-27,moderate,moderate,low,"The most dangerous areas are steep, wind-drifted slopes at upper elevations. Here, you can trigger an avalanche large enough to bury you on several different weak layers lower down in the snowpack. You can reduce your chances of triggering an avalanche by moving to wind-sheltered slopes below treeline where you find soft snow."
2025-01-27,moderate,moderate,moderate,"You can trigger a slide in recently drifted snow. A cohesive slab is resting on weak snow 1 to 2 feet below the surface. Light winds mean slabs may remain soft, but even soft slabs can avalanche. Cracking in the snow is a warning sign you found a slab. Small slides near the surface can trigger larger avalanches. You can find safer travel on slopes sheltered from the wind without a surface slab.Although less likely, you can trigger a slide that breaks deeper on weak snow close to the ground. Avoid this problem by traveling on slopes with a consistently deep snowpack without trigger points like exposed rocks or bushes. Multiple people could travel on a slope before you find a weaker area and trigger a deeper avalanche. "
2025-01-27,low,low,low,"Steep wind-drifted slopes are the few places where you could trigger an avalanche. Look for smooth, rounded pillows or hardened snow below ridges on open slopes to indicate this problem. Even a small slide that takes you through shallow exposed rocks or sailing off a cliff could be dangerous.At lower elevations, the surface slab continues to deteriorate. You can trigger a small loose avalanche on steep convex features and near rocky outcroppings where the surface snow has lost cohesion."
2025-01-27,low,low,low,"Steep wind-drifted slopes that face north to northeast through east are the few places where you could trigger a small avalanche. Look for smooth, rounded pillows or hardened snow below ridges on open slopes to indicate this problem. Even a small slide that piles up in a creek bed or takes you sailing off a cliff could be dangerous."
2025-01-27,moderate,moderate,low,"You could trigger an avalanche where cohesive slabs of snow sit over weaker snow on slopes steeper than about 35 degrees. Recently wind-drifted areas are easier to trigger. Wind-drifted areas often feel stiff or have a wave-like appearance. Avoid common trigger points, such as convex rollovers, rocky outcrops, below cliff bands, or the edges of slopes where the margins of a slab are the thinnest.At lower elevations, the surface slab continues to deteriorate. You can trigger a loose avalanche on steep convex features and near rocky outcroppings where the surface snow has lost cohesion."
2025-01-27,low,low,low,"You could trigger an avalanche if you find a cohesive layer of snow sitting over weaker snow on slopes steeper than about 35 degrees. The most dangerous slopes face northeast and east at upper elevations where winds have drifted snow into thicker slabs. Avoid traveling near common trigger points, such as the edges of slopes where the margins of a slab are the thinnest, convex rollovers, and rocky outcrops.You can trigger a loose avalanche on steep slopes near rock outcroppings as lower-elevation snow continues to lose cohesion."
2025-05-22,low,low,low,"If you start and end your day early, then you can expect generally safe avalanche conditions. Later in the day, you might be able to push a small, generally harmless wet avalanche on slopes steeper than about 40 degrees."
2025-05-06,lconsiderable,considerable,low,"Avoid areas of drifted snow. The new snow will quickly increase the avalanche danger. Expect to easily trigger avalanches once you find more than about 12 inches of new or drifted snow. Slides will break wider where winds drift snow into stiffer layers. Easterly winds will leave these in unexpected places, like downhill of ridgelines or along gully walls. Watch for subtle changes in snow consistency and do not proceed into stiffer, chalkier, or harder snow. Avalanche danger remains elevated on Wednesday. Sun and warming temperatures rapidly change the slab characteristics of the new snow."
2025-05-05,moderate,low,low,"An incoming spring storm will drop enough snow to increase the avalanche danger on Monday. Slopes above around 12,000 feet, steeper than about 35 degrees, facing the north and east sides of the compass, will be most dangerous. Look for fresh drifts of new snow on the lee side of ridges, cross-loaded gully features, and terrain depressions. Most avalanches will be small, but they could pose a threat in continuously steep and rocky terrain."
2025-05-04,low,low,low,"Increasing winds and clouds will lessen the chance of wet avalanches on Sunday. Avalanche conditions are generally safe, but you still need to exercise caution on very steep slopes, 40 degrees and over. In this type of terrain, you can trigger a small avalanche in a pocket of drifted snow near the ridgetop that entrains wet snow as it runs down the slope. A snowpack that is supportable, with new snow that has already gone through a melt-freeze cycle, is where you will find the safest conditions in steep terrain."
2025-05-03,moderate,low,low,"You can trigger avalanches in the most recent snow that will slide on a firm surface below on slopes steeper than 40 degrees. Most avalanches you trigger will be small, but even a small avalanche can have significant consequences in steep, exposed terrain. Know what terrain surrounds you and pay attention to how much new snow is on the slope you intend to ride. Ample sun and warm temperatures will raise your chances of triggering a wet avalanche later in the day. Start and end your day early to find the safest and most enjoyable travel conditions."
2025-05-02,moderate,low,low,"If you plan to travel on steep slopes, start and end your day early. Ample sun and warm temperatures will raise your chances of triggering a wet avalanche later in the day. 3 to 6 inches of freshly-wetted new snow will easily slide on slopes steeper than around 40 degrees. Above treeline on north or northeast-facing slopes, steer around any isolated spots with more than a few inches of freshly drifted snow."
2025-05-01,moderate,low,low,"Watch for wind-drifted snow on north through east to south-facing slopes in the alpine. You'll most likely find problematic drifts on steep slopes below corniced ridges or inside chutes or couloirs. You're more likely to trigger an avalanche in areas with more than 6 inches of snow by midday Thursday. Cracking in the new snow is an indication that you can trigger an avalanche. Secondly, with the high April sun angle, you can expect fresh, dry snow to shed off steep slopes. There might be enough sun on Thursday evening to start the shed process. Clearer skies are expected on Friday. Start and end your day early and be aware of your surroundings to avoid wet snow problems. Remember that small avalanches can be problematic in extreme terrain. It doesn't take a large avalanche to take you off your feet. Riding slopes above cliffs, or steep and rocky chutes and couloirs, can amplify the consequences of a small slide."
2025-04-29,low,low,low,"Avalanche conditions are generally safe, but keep two things in mind. Watch for small, isolated areas of wind-drifted snow on north through east to southeast-facing slopes in the alpine. You're most likely to find problematic drifts on very steep slopes below corniced ridges or inside chutes or couloirs. You're more likely to trigger a slide in areas that got more than about 4 inches of snow on Monday. Secondly, recent snow resting above hard crusts can shed off steep, sun-exposed slopes. Be aware of your surroundings and remember that small avalanches can be problematic in extreme terrain. It doesn't take a large avalanche to take you off your feet. Riding slopes above cliffs, or steep and rocky chutes and couloirs, can amplify the consequences of a small slide. Snowfall Wednesday night into Thursday will raise the avalanche danger in the Front Range, Tenmile Range, and Gore Range."
2025-04-28,low,low,low,"Watch for small areas of wind-drifted snow on easterly-facing slopes near ridgetop. These drifts could be hard or soft. You're more likely to trigger a slide in areas that got more than about 4 inches of snow on Monday, but take care wherever you find dry, drifted snow in very steep terrain. Small avalanches can be problematic in extreme terrain, such as snowfields above cliffs or steep and rocky chutes and couloirs. Besides these small wind drifts, avalanches are unlikely, and avalanche conditions are generally safe."
2025-04-15,low,moderate,low,"A cold night should freeze the upper snowpack. Be sure to step out of your skis or board multiple times to see how firm the slab you are traveling on is. If you punch into wet snow you could trigger a Wet Slab avalanche. This is more likely in areas with a shallow snowpack and weak faceted base and in areas with lots of rocks and trees which can absorb heat and cause premature melting. If you punch into wet snow head to aspects with more supportive snow. Starting and ending your day early will also help reduce your chances of triggering a wet slide. You could still experience small Loose Wet avalanches, especially in areas that accumulated snow on Monday. If you sink into wet snow past your ankles head to colder or lower-angled slopes."
2025-04-14,low,low,low,"Cooler temperatures will help the snowpack recover from the heat of the last few days. However, it's a slow recovery, so you still need to be careful in steep and rocky areas where the snowpack is not supportable. If you are falling through a wet snowpack or hear collapsing sounds, retreat to lower-angle slopes or the trailhead. To recreate safely you'll need to find a thick, supportable melt-freeze crust with only the top inch or two softening in the sun. Although Wet Slab avalanches are unlikely, especially with cooler weather, these avalanches can be as dangerous as dry Persistent Slab avalanches in mid-winter. On Saturday, a skier was caught and injured in one of these avalanches in the Tenmile Range on a west-facing near treeline slope."
2025-04-07,moderate,moderate,moderate,"The wind continued to build slabs on east and southeast-facing slopes on Sunday. You can trigger shallow wind slabs in above treeline areas on these aspects. Be careful below ridgelines and convert rollovers. You can trigger avalanches in the wet surface snow, especially in near and below treeline areas, and some avalanches will run naturally as temperatures warm. Signs of deteriorating conditions are small avalanches running from steep rocky terrain, rollerballs or pinwheels in the wet surface snow, and gloppy snow sticking to the bottom of your gear. Timing is key to avoiding this problem. Get into and out of the mountains early to avoid wet snow avalanches. Move off slopes when the surface snow starts to get wet. Avoid trip plans that force you to ascend westerly-facing slopes late in the day."
2025-04-06,moderate,moderate,moderate,"Avoid steep slopes getting direct sunlight that have not already shed snow. Within a couple of hours of sun, about 2 feet of cold snow above the crust is likely to be shed. Southerly slopes will be the most hazardous. Pay attention to slopes high above that might be getting direct sunlight. If you see small roller balls starting at rocks or cliffs, head to shadier, cooler aspects. You could still trigger a small avalanche in wind-drifted snow at high elevations. These would be particularly concerning in steep consequential terrain. Observing cracks in the snow is a sign to avoid particular slopes."
2025-04-05,considerable,moderate,low,"Avoid rounded pillows of snow that may crack when you weight them. You may find these on almost any aspect as the winds have trended around the compass multiple times this week. Fresh snow overnight will create new slabs of snow and hide the older ones. Steep slopes beneath cornices and gullies will be the most dangerous. You can find safer travel on lower-angled slopes. Avoid steep southerly slopes if the sun pops out, even for just a couple of hours. Sheltered gullies, with rocky walls to heat up, will be the first slopes to pop out Loose Dry avalanches."
2025-04-04,moderate,moderate,low,"Wind-drifted slopes are the most dangerous. Wind Slab avalanches were easily triggered on Wednesday in the Indian Peaks. These avalanches are small but can be dangerous if they knock you off your feet in steep terrain. Look for and avoid areas with cohesive slabs of snow that feel harder and more hollow than sheltered areas with soft snow. Shooting cracks are a sure sign of unstable drifted snow. Winds on Thursday were from an easterly direction. Watch for unusual loading patterns like thicker slabs on usually scoured westerly slopes. With another storm on Friday evening, these slabs will grow in size, making avalanche conditions dangerous on Saturday."
2025-04-03,moderate,moderate,low,Wind-drifted slopes are the most dangerous. Wind Slab avalanches were easily triggered on Wednesday in the Indian Peaks. These avalanches are small but can be dangerous if they knock you off your feet in steep terrain. Look for and avoid areas with cohesive slabs of snow that feel harder and more hollow than sheltered areas with soft snow. Shooting cracks are a sure sign of unstable drifted snow.
2025-04-02,considerable,moderate,low,"Avoid steep slopes with wind-drifted snow. These rounded pillows of firm, hollow snow may crack and collapse under your weight. Snow drifts are most likely to be found beneath corniced ridges and in the tops and sides of gullies. In steep terrain, sluffs could take you off your feet resulting in a nasty ride in cliffy areas. Although unlikely, smaller avalanches and cornice falls onto slopes can trigger avalanches that break on deeper layers. Give overhanging cornices and shallow rocky slopes a wide berth. You can find safer riding in areas with soft wind-sheltered snow and on lower-angled terrain."
2025-04-01,considerable,considerable,moderate,"Avoid steep slopes with wind-drifted snow. These rounded pillows of firm, hollow snow may crack and collapse under your weight. Snow drifts are most likely to be found beneath corniced ridges and in the tops and sides of gullies. Strong winds will also extend dangerous areas well below ridgelines. Although unlikely, smaller avalanches and cornice falls onto slopes can trigger avalanches that break on deeper layers. Give overhanging cornices and shallow rocky slopes a wide berth. You can find safer riding in areas with soft snow unaffected by the wind and on lower-angled terrain."
2025-03-31,moderate,low,low,"You can trigger an avalanche where you find cohesive slabs of drifted snow on steep slopes. The most likely places are upper-elevation slopes below ridges, in gullies, and behind convex rollovers. Cracking in the new snow is an indication that you can trigger an avalanche. Look for lower angle or wind-sheltered slopes for safer travel. Brief windows of sunshine and near-freezing temperatures mean that wet snow can shed off steep, sunny slopes. Rollerballs and snow that makes your glove damp when you squeeze it are signs the snow is getting wet. Stick to shaded slopes with dry snow or slopes with intact, supportable crusts. Although unlikely, smaller avalanches and cornice falls onto slopes can trigger avalanches that break on deeper layers. Give overhanging cornices a wide berth, and look for lower angle or wind-sheltered slopes for safer travel."
2025-03-29,low,low,low,"Most slopes are safe from avalanches, but there are a few areas to look for and avoid. Some lower elevation slopes may not freeze again on Friday night. Avoid steep slopes with unsupportable wet snow on Saturday. New snow can cap and insulate wet snow below. Dig down and look if you're unsure. Stick to slopes with supportable crusts or dry snow. A few inches of snow on Saturday doesn't raise the danger, but you might find an isolated drift of snow in very steep terrain and trigger a small avalanche in the alpine. Small avalanches can have big consequences above terrain traps or in extreme terrain. Although unlikely, smaller avalanches and cornice falls onto slopes can trigger avalanches that break on deeper layers. Give overhanging cornices a wide berth, and make sure you're on solid ground."
2025-03-28,moderate,moderate,moderate,"If you do not find a supportable melt-freeze crust to travel on early Friday morning, you'll need to consider changing your plans and avoiding steep slopes. Warm overnight temperatures, especially at lower and middle elevations on Thursday night, will increase the threat of wet avalanches going into Friday. Some slopes may not see a refreeze of the snow surface. To reduce your risk of wet avalanches, start and end your day early. Once the snow gets wet, head to slopes with cooler snow or return to the trailhead. When the surface crust melts, most southerly slopes will be dangerous. East-facing, near treeline slopes are particularly dangerous. This is where colder snow is getting wet for the first time. Smaller avalanches and cornice falls onto slopes can trigger avalanches that break on deeper layers."
